71260;2019-12-03;2020-07-30;;;
73253;2019-12-03;2020-07-30;;;
72556;2019-12-03;2020-07-30;;;
72731;2019-12-03;2020-07-30;;;
72282;2019-12-03;2020-07-30;;;
69937;2019-12-03;2020-07-30;;;
69939;2019-12-03;2020-07-30;;;
70819;2019-12-03;2020-07-30;;;
72829;2019-12-03;2020-07-30;;;
46450;2019-12-03;2020-07-30;;;
72843;2019-12-03;2020-07-30;;;
72555;2019-12-03;2020-07-30;;;
66894;2020-08-24;2021-03-31;;;
65747;2020-08-24;2020-11-05;;;
65748;2020-08-24;2020-11-05;;;
78318;2020-08-24;2021-03-31;;;
78319;2020-08-24;2020-11-05;;;
79236;2020-08-24;2020-11-05;;;
73763;2020-08-24;2021-03-31;;;
80287;2020-10-26;2020-11-05;;;
80949;2020-10-26;2020-11-05;;;
81850;2020-12-30;2021-02-17;;;Гарантийный.
"79798	";2020-12-30;2021-02-17;;;
"81262	";2020-12-30;2021-02-17;;;
